source,evmTokenAddress,evmReceiverAddress,formattedAmount,amount,sudtArgs,burnTxHash,transferTxHash
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.015222 Test_2|eth,15222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xf360e8442d486d018a7d1d4d1616cdae78aada6bcf789304576229f5f2d5b57c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x234e2f5720ded49ea4ccd25eb7e18e659fc7c5ff,0.0157 Test_2|eth,15700000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0x93099bf7baccd64dcd7b190af5d2cf5ddbfc31eb71c18306d7b540b2bc7daaeb,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x234e2f5720ded49ea4ccd25eb7e18e659fc7c5ff,0.0000156 Test_2|eth,15600000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0x62579cf789f7cd31d921e557074f267108e53c316794b9da596b1b1fc7f95eb3,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x234e2f5720ded49ea4ccd25eb7e18e659fc7c5ff,0.00198 Test_2|eth,1980000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0x40885bccbf5b27a780647a11f93629b3784625d7627d19abded3f81c81806818,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0x234e2f5720ded49ea4ccd25eb7e18e659fc7c5ff,0.000523 Test_2|eth,523000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0x1d2b7ab5ad1146419359e6e09ce79491c752c45aa330277f363a05cf898a3db1,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0xf8b1a30fdb0c1d34809f906774caff2e4086a05a,0.000256 Test_2|eth,256000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0x45c84a590284794d0d90ecaa316c21c3cdbd47636ae9f4e24911eabf69516964,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0xf8b1a30fdb0c1d34809f906774caff2e4086a05a,0.000000157 Test_2|eth,157000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xfda39c06108e09dcbfb4bbf5e275406c8058c2d5ebd2a007af80cafa748a4326,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0xf8b1a30fdb0c1d34809f906774caff2e4086a05a,0.00000012569 Test_2|eth,125690000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0xe57ad1e616e6a0dfc372387bcd3377749cc87bb415f819837ffa34eb175e630c,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
Ethereum,0x0000000000000000000000000000000000000000,0xf8b1a30fdb0c1d34809f906774caff2e4086a05a,0.001222 Test_2|eth,1222000000000000,0x5388412a30e8bc24fe3ea6f826fcccd8132c9ae0bd35e71c24ca2ae51d5de142,0x7b9e52a0c371e0667ffa6300b12e993621cb7e0ceea64f82fd745cf4fc527c54,0x21d510eaf12b16d17d185ab6ed42c650df572b572a506e39a394e9845caf685e
